# WL(nm)	 Flux(ergs/cm**2/s/nm)
223.4953    	4.37E+06
223.4989    	4.58E+06
223.5025    	4.96E+06
223.5061    	4.90E+06
223.5097    	5.23E+06
223.5133    	5.68E+06
223.5169    	5.28E+06
223.5205    	4.53E+06
223.5241    	3.77E+06
223.5277    	4.55E+06
223.5313    	5.86E+06
223.5349    	5.96E+06
223.5385    	6.80E+06
223.5421    	7.80E+06
223.5457    	7.62E+06
223.5492    	6.23E+06
223.5528    	4.37E+06
223.5564    	3.98E+06
223.56      	4.46E+06
223.5636    	4.29E+06
223.5672    	3.98E+06
223.5708    	5.06E+06
223.5744    	6.62E+06
223.578     	7.06E+06
223.5816    	7.43E+06
223.5852    	6.94E+06
223.5888    	7.09E+06
223.5924    	6.73E+06
223.596     	6.20E+06
223.5996    	6.01E+06
223.6032    	5.51E+06
223.6067    	4.99E+06
223.6103    	4.92E+06
223.6139    	5.08E+06
223.6175    	5.19E+06
223.6211    	5.51E+06
223.6247    	6.24E+06
223.6283    	5.85E+06
223.6319    	5.21E+06
223.6355    	5.67E+06
223.6391    	6.72E+06
223.6427    	6.65E+06
223.6463    	6.16E+06
223.6499    	5.48E+06
223.6535    	5.73E+06
223.6571    	6.07E+06
223.6607    	6.06E+06
223.6642    	7.08E+06
223.6678    	7.22E+06
223.6714    	7.15E+06
223.675     	7.44E+06
223.6786    	6.93E+06
223.6822    	6.26E+06
223.6858    	6.13E+06
223.6894    	6.28E+06
223.693     	6.05E+06
223.6966    	5.51E+06
223.7002    	5.05E+06
223.7038    	4.07E+06
223.7074    	3.51E+06
223.711     	3.57E+06
223.7146    	4.06E+06
223.7181    	4.63E+06
223.7217    	5.40E+06
223.7253    	5.52E+06
223.7289    	5.52E+06
223.7325    	5.33E+06
223.7361    	5.07E+06
223.7397    	5.38E+06
223.7433    	6.14E+06
223.7469    	7.43E+06
223.7505    	8.44E+06
223.7529    	8.08E+06
223.7565    	5.50E+06
223.7602    	3.99E+06
223.7638    	3.18E+06
223.7675    	3.93E+06
223.7711    	4.63E+06
223.7748    	4.76E+06
223.7784    	4.70E+06
223.782     	5.39E+06
223.7857    	5.50E+06
223.7893    	5.53E+06
223.793     	5.17E+06
223.7966    	3.86E+06
223.8003    	4.30E+06
223.8039    	5.07E+06
223.8076    	5.49E+06
223.8112    	5.21E+06
223.8149    	5.23E+06
223.8185    	5.40E+06
223.8222    	5.34E+06
223.8258    	4.51E+06
223.8295    	4.76E+06
223.8331    	5.29E+06
223.8368    	5.38E+06
223.8404    	4.20E+06
223.8441    	3.95E+06
223.8477    	3.67E+06
223.8514    	2.84E+06
223.855     	2.73E+06
223.8586    	3.29E+06
223.8623    	2.88E+06
223.8659    	3.33E+06
223.8696    	3.76E+06
223.8732    	3.71E+06
223.8769    	4.00E+06
223.8805    	5.53E+06
223.8842    	6.09E+06
223.8878    	6.55E+06
223.8915    	5.23E+06
223.8951    	4.13E+06
223.8988    	3.76E+06
223.9024    	3.48E+06
223.9061    	2.89E+06
223.9097    	2.87E+06
223.9134    	3.41E+06
223.917     	3.53E+06
223.9207    	3.90E+06
223.9243    	3.12E+06
223.9279    	3.39E+06
223.9316    	3.56E+06
223.9352    	3.24E+06
223.9389    	3.39E+06
223.9425    	4.03E+06
223.9462    	3.94E+06
223.9498    	3.98E+06
223.9535    	3.53E+06
223.9571    	3.41E+06
223.9608    	4.36E+06
223.9644    	5.56E+06
223.9681    	5.22E+06
223.9717    	4.17E+06
223.9754    	3.98E+06
223.979     	3.85E+06
223.9826    	3.83E+06
223.9863    	4.35E+06
223.9899    	5.62E+06
223.9936    	4.94E+06
223.9972    	4.44E+06
224.0009    	3.67E+06
224.0045    	4.04E+06
224.0082    	4.09E+06
224.0118    	5.42E+06
224.0155    	5.96E+06
224.0191    	6.63E+06
224.0228    	6.34E+06
224.0264    	6.23E+06
224.03      	5.92E+06
224.0337    	4.87E+06
224.0373    	5.71E+06
224.041     	6.60E+06
224.0446    	6.35E+06
224.0483    	5.54E+06
224.0519    	4.87E+06
224.0556    	5.25E+06
224.0592    	4.35E+06
224.0629    	4.28E+06
224.0665    	5.45E+06
224.0702    	5.44E+06
224.0738    	5.19E+06
224.0774    	4.56E+06
224.0811    	4.38E+06
224.0847    	5.37E+06
224.0884    	5.28E+06
224.092     	4.90E+06
224.0957    	5.51E+06
224.0993    	5.04E+06
224.103     	5.15E+06
224.1066    	4.79E+06
224.1103    	5.66E+06
224.1139    	7.54E+06
224.1176    	8.98E+06
224.1212    	7.62E+06
224.1248    	7.07E+06
224.1285    	5.87E+06
224.1321    	5.37E+06
224.1358    	4.53E+06
224.1394    	4.71E+06
224.1431    	3.64E+06
224.1467    	3.10E+06
224.1504    	3.53E+06
224.154     	3.77E+06
224.1577    	4.36E+06
224.1613    	5.30E+06
224.1649    	5.69E+06
224.1686    	4.94E+06
224.1722    	4.07E+06
224.1759    	5.16E+06
224.1795    	5.61E+06
224.1832    	5.13E+06
224.1868    	4.42E+06
224.1905    	4.92E+06
224.1941    	5.09E+06
224.1977    	4.63E+06
224.2014    	3.88E+06
224.205     	3.94E+06
224.2087    	4.39E+06
224.2123    	4.80E+06
224.216     	4.60E+06
224.2196    	4.44E+06
224.2233    	4.78E+06
224.2269    	4.80E+06
224.2306    	5.43E+06
224.2342    	4.61E+06
224.2378    	3.75E+06
224.2415    	3.96E+06
224.2451    	3.80E+06
224.2488    	3.86E+06
224.2524    	4.51E+06
224.2561    	5.01E+06
224.2597    	5.06E+06
224.2634    	4.39E+06
224.267     	3.60E+06
224.2706    	3.46E+06
224.2743    	3.97E+06
224.2779    	4.32E+06
224.2816    	4.77E+06
224.2852    	4.58E+06
224.2889    	4.34E+06
224.2925    	4.74E+06
224.2962    	4.57E+06
224.2998    	4.31E+06
224.3034    	4.91E+06
224.3071    	4.41E+06
224.3107    	4.87E+06
224.3144    	5.70E+06
224.318     	5.20E+06
224.3217    	5.83E+06
224.3253    	6.03E+06
224.329     	6.24E+06
224.3326    	5.43E+06
224.3362    	4.64E+06
224.3399    	3.43E+06
224.3435    	3.58E+06
224.3472    	4.56E+06
224.3508    	5.36E+06
224.3545    	4.15E+06
224.3581    	3.61E+06
224.3618    	2.76E+06
224.3654    	3.43E+06
224.369     	4.13E+06
224.3727    	4.43E+06
224.3763    	5.39E+06
224.38      	4.96E+06
224.3836    	4.32E+06
224.3873    	3.92E+06
224.3909    	4.44E+06
224.3945    	5.24E+06
224.3982    	5.55E+06
224.4018    	4.57E+06
224.4055    	3.60E+06
224.4091    	4.36E+06
224.4128    	4.52E+06
224.4164    	4.90E+06
224.4201    	4.41E+06
224.4237    	4.74E+06
224.4273    	6.32E+06
224.431     	7.18E+06
224.4346    	6.17E+06
224.4383    	5.44E+06
224.4419    	4.61E+06
224.4456    	3.75E+06
224.4492    	4.43E+06
224.4528    	4.63E+06
224.4565    	4.37E+06
224.4601    	3.66E+06
224.4638    	3.73E+06
224.4674    	5.07E+06
224.4711    	5.93E+06
224.4747    	5.06E+06
224.4783    	4.59E+06
224.482     	5.12E+06
224.4856    	4.99E+06
224.4893    	3.92E+06
224.4929    	4.08E+06
224.4966    	4.21E+06
224.5002    	4.48E+06
224.5038    	4.52E+06
224.5075    	3.95E+06
224.5111    	4.08E+06
224.5148    	5.48E+06
224.5184    	5.39E+06
224.5221    	4.73E+06
224.5257    	3.28E+06
224.5293    	2.20E+06
224.533     	2.87E+06
224.5366    	3.58E+06
224.5403    	6.28E+06
224.5439    	8.02E+06
224.5476    	7.10E+06
224.5512    	5.04E+06
224.5548    	5.25E+06
224.5585    	6.76E+06
224.5621    	7.35E+06
224.5658    	6.56E+06
224.5694    	4.80E+06
224.5731    	4.03E+06
224.5767    	4.59E+06
224.5803    	5.16E+06
224.584     	5.24E+06
224.5876    	5.69E+06
224.5913    	4.97E+06
224.5949    	3.56E+06
224.5986    	3.96E+06
224.6022    	4.80E+06
224.6058    	5.65E+06
224.6095    	6.20E+06
224.6131    	6.12E+06
224.6168    	6.04E+06
224.6204    	5.29E+06
224.6241    	6.49E+06
224.6277    	7.34E+06
224.6313    	4.87E+06
224.635     	4.39E+06
224.6386    	5.34E+06
224.6423    	5.87E+06
224.6459    	4.17E+06
224.6495    	3.07E+06
224.6532    	3.45E+06
224.6568    	4.32E+06
224.6605    	4.78E+06
224.6641    	6.03E+06
224.6678    	5.95E+06
224.6714    	5.68E+06
224.675     	5.73E+06
224.6787    	5.57E+06
224.6823    	4.42E+06
224.686     	4.99E+06
224.6896    	5.12E+06
224.6932    	5.77E+06
224.6969    	5.41E+06
224.7005    	5.18E+06
224.7042    	5.34E+06
224.7078    	4.33E+06
224.7115    	3.84E+06
224.7151    	3.57E+06
224.7187    	3.97E+06
224.7224    	4.28E+06
224.726     	4.63E+06
224.7297    	5.10E+06
224.7333    	4.30E+06
224.7369    	4.90E+06
224.7406    	4.65E+06
224.7442    	3.93E+06
224.7479    	3.75E+06
224.7515    	5.55E+06
224.7552    	6.50E+06
224.7588    	6.73E+06
224.7624    	6.90E+06
224.7661    	5.57E+06
224.7697    	5.04E+06
224.7734    	5.96E+06
224.777     	5.77E+06
224.7806    	5.60E+06
224.7843    	5.35E+06
224.7879    	5.65E+06
224.7916    	7.53E+06
224.7952    	7.90E+06
224.7988    	7.61E+06
224.8025    	5.62E+06
224.8061    	4.83E+06
224.8098    	4.29E+06
224.8134    	4.82E+06
224.8171    	4.63E+06
224.8207    	4.63E+06
224.8243    	3.99E+06
224.828     	3.85E+06
224.8316    	4.74E+06
224.8353    	5.53E+06
224.8389    	5.14E+06
224.8425    	5.66E+06
224.8462    	6.60E+06
224.8498    	5.31E+06
224.8535    	5.89E+06
224.8571    	6.75E+06
224.8607    	7.46E+06
224.8644    	8.81E+06
224.868     	7.84E+06
224.8717    	6.59E+06
224.8753    	7.49E+06
224.8789    	7.02E+06
224.8826    	5.69E+06
224.8862    	5.63E+06
224.8899    	6.32E+06
224.8935    	7.41E+06
224.8971    	7.12E+06
224.9008    	6.12E+06
224.9044    	6.34E+06
224.9081    	6.66E+06
224.9117    	5.33E+06
224.9153    	4.72E+06
224.919     	4.83E+06
224.9226    	5.58E+06
224.9263    	5.80E+06
224.9299    	5.60E+06
224.9335    	5.24E+06
224.9372    	4.43E+06
224.9408    	4.65E+06
224.9445    	4.82E+06
224.9481    	5.15E+06
224.9517    	5.19E+06
224.9554    	5.31E+06
224.959     	5.17E+06
224.9627    	4.22E+06
224.9663    	3.10E+06
224.9699    	2.49E+06
224.9736    	3.62E+06
224.9772    	4.11E+06
224.9809    	4.30E+06
224.9845    	4.97E+06
224.9881    	5.71E+06
224.9918    	7.27E+06
224.9954    	1.20E+07
224.9991    	1.60E+07
225.0027    	1.71E+07
225.0063    	1.34E+07
225.01      	8.98E+06
225.0136    	6.87E+06
225.0173    	6.89E+06
225.0209    	7.80E+06
225.0245    	8.26E+06
225.0282    	7.13E+06
225.0318    	6.68E+06
225.0355    	6.36E+06
225.0391    	6.33E+06
225.0427    	6.19E+06
225.0464    	6.45E+06
225.05      	6.15E+06
225.0537    	6.26E+06
225.0573    	5.98E+06
225.0609    	6.59E+06
225.0646    	7.22E+06
225.0682    	7.43E+06
225.0719    	6.48E+06
225.0755    	5.72E+06
225.0791    	5.44E+06
225.0828    	5.20E+06
225.0864    	5.67E+06
225.09      	6.49E+06
225.0937    	7.36E+06
225.0973    	9.69E+06
225.101     	1.07E+07
225.1046    	9.70E+06
225.1082    	7.11E+06
225.1119    	6.40E+06
225.1155    	6.62E+06
225.1192    	7.22E+06
225.1228    	7.19E+06
225.1264    	7.78E+06
225.1301    	7.09E+06
225.1337    	6.50E+06
225.1374    	7.02E+06
225.141     	6.45E+06
225.1446    	5.99E+06
225.1483    	6.46E+06
225.1519    	5.69E+06
225.1555    	5.05E+06
225.1592    	4.00E+06
225.1628    	3.76E+06
225.1665    	5.44E+06
225.1701    	9.05E+06
225.1737    	1.17E+07
225.1774    	1.26E+07
225.181     	1.13E+07
225.1847    	8.96E+06
225.1883    	7.06E+06
225.1919    	6.54E+06
225.1956    	5.82E+06
225.1992    	5.50E+06
225.2028    	4.39E+06
225.2065    	4.39E+06
225.2101    	5.01E+06
225.2138    	5.64E+06
225.2174    	6.08E+06
225.221     	5.68E+06
225.2247    	5.00E+06
225.2283    	4.69E+06
225.2319    	6.13E+06
225.2356    	9.49E+06
225.2392    	1.24E+07
225.2429    	1.11E+07
225.2465    	8.82E+06
225.2501    	7.59E+06
225.2538    	7.39E+06
225.2574    	6.90E+06
225.2611    	6.10E+06
225.2647    	4.16E+06
225.2683    	3.49E+06
225.272     	3.37E+06
225.2756    	4.58E+06
225.2792    	5.94E+06
225.2829    	6.17E+06
225.2865    	5.76E+06
225.2902    	6.91E+06
225.2938    	7.48E+06
225.2974    	6.88E+06
225.3011    	5.49E+06
225.3047    	4.63E+06
225.3083    	5.89E+06
225.312     	6.67E+06
225.3156    	7.24E+06
225.3193    	7.31E+06
225.3229    	6.98E+06
225.3265    	6.34E+06
225.3302    	5.95E+06
225.3338    	5.32E+06
225.3374    	5.77E+06
225.3411    	5.95E+06
225.3447    	6.51E+06
225.3484    	6.45E+06
225.352     	6.25E+06
225.3556    	5.80E+06
225.3593    	6.16E+06
225.3629    	7.47E+06
225.3665    	7.28E+06
225.3702    	5.77E+06
225.3738    	5.59E+06
225.3774    	6.21E+06
225.3811    	6.61E+06
225.3847    	8.31E+06
225.3884    	1.04E+07
225.392     	1.44E+07
225.3956    	1.68E+07
225.3993    	1.51E+07
225.4029    	1.09E+07
225.4065    	8.53E+06
225.4102    	7.41E+06
225.4138    	6.61E+06
225.4175    	6.48E+06
225.4211    	6.96E+06
225.4247    	7.00E+06
225.4284    	6.51E+06
225.432     	5.40E+06
225.4356    	3.85E+06
225.4393    	3.11E+06
225.4429    	2.86E+06
225.4465    	3.95E+06
225.4502    	3.89E+06
225.4538    	3.97E+06
225.4575    	4.87E+06
225.4611    	4.98E+06
225.4647    	4.34E+06
225.4684    	4.03E+06
225.472     	4.36E+06
225.4756    	5.12E+06
225.4793    	6.76E+06
225.4829    	8.12E+06
225.4865    	7.55E+06
225.4902    	7.62E+06
225.4938    	6.29E+06
225.4975    	5.34E+06
225.5011    	5.22E+06
225.5047    	5.82E+06
225.5084    	6.93E+06
225.512     	7.58E+06
225.5156    	7.33E+06
225.5193    	7.98E+06
225.5229    	8.69E+06
225.5265    	9.29E+06
225.5302    	8.84E+06
225.5338    	8.20E+06
225.5375    	7.60E+06
225.5411    	6.63E+06
225.5447    	6.12E+06
225.5484    	5.96E+06
225.552     	5.74E+06
225.5556    	5.91E+06
225.5593    	5.29E+06
225.5629    	3.60E+06
225.5665    	3.09E+06
225.5702    	3.84E+06
225.5738    	4.84E+06
225.5774    	5.62E+06
225.5811    	5.89E+06
225.5847    	5.94E+06
225.5884    	6.54E+06
225.592     	7.13E+06
225.5956    	6.61E+06
225.5993    	5.94E+06
225.6029    	5.13E+06
225.6065    	4.69E+06
225.6102    	4.52E+06
225.6138    	4.79E+06
225.6174    	5.30E+06
225.6211    	5.41E+06
225.6247    	5.16E+06
225.6283    	6.01E+06
225.632     	7.12E+06
225.6356    	7.66E+06
225.6393    	8.59E+06
225.6429    	8.43E+06
225.6465    	8.03E+06
225.6502    	7.09E+06
225.6538    	5.88E+06
225.6574    	5.26E+06
225.6611    	4.56E+06
225.6647    	4.21E+06
225.6683    	3.22E+06
225.672     	3.87E+06
225.6756    	6.67E+06
225.6792    	9.21E+06
225.6829    	1.00E+07
225.6865    	7.97E+06
225.6901    	5.07E+06
225.6938    	3.59E+06
225.6974    	3.62E+06
225.701     	3.64E+06
225.7047    	3.67E+06
225.7083    	3.53E+06
225.712     	3.01E+06
225.7156    	3.03E+06
225.7192    	3.90E+06
225.7229    	4.19E+06
225.7265    	4.56E+06
225.7301    	5.07E+06
225.7338    	4.75E+06
225.7374    	4.58E+06
225.741     	3.98E+06
225.7447    	3.85E+06
225.7483    	3.90E+06
225.7519    	4.05E+06
225.7556    	3.91E+06
225.7592    	4.06E+06
225.7628    	4.68E+06
225.7665    	4.81E+06
225.7701    	4.24E+06
225.7737    	4.17E+06
225.7774    	4.32E+06
225.781     	4.06E+06
225.7846    	4.40E+06
225.7883    	4.92E+06
225.7919    	5.55E+06
225.7955    	4.82E+06
225.7992    	4.55E+06
225.8028    	4.73E+06
225.8064    	4.88E+06
225.8101    	3.94E+06
225.8137    	3.48E+06
225.8173    	3.65E+06
225.821     	4.21E+06
225.8246    	4.74E+06
225.8283    	4.15E+06
225.8319    	4.19E+06
225.8355    	4.16E+06
225.8392    	3.98E+06
225.8428    	3.01E+06
225.8464    	2.97E+06
225.8501    	3.15E+06
225.8537    	3.24E+06
225.8573    	4.16E+06
225.861     	4.06E+06
225.8646    	4.41E+06
225.8682    	4.94E+06
225.8719    	4.34E+06
225.8755    	4.05E+06
225.8791    	3.73E+06
225.8828    	3.47E+06
225.8864    	4.04E+06
225.89      	4.34E+06
225.8937    	2.90E+06
225.8973    	2.50E+06
225.9009    	3.08E+06
225.9046    	3.84E+06
225.9082    	4.76E+06
225.9118    	4.81E+06
225.9155    	3.87E+06
225.9191    	3.70E+06
225.9227    	3.52E+06
225.9264    	4.14E+06
225.93      	5.22E+06
225.9336    	5.27E+06
225.9373    	5.06E+06
225.9409    	4.10E+06
225.9445    	4.23E+06
225.9482    	4.59E+06
225.9518    	5.22E+06
225.9554    	4.98E+06
225.9591    	4.11E+06
225.9627    	4.02E+06
225.9663    	3.78E+06
225.97      	4.76E+06
225.9736    	5.93E+06
225.9772    	6.26E+06
225.9809    	5.52E+06
225.9845    	4.60E+06
225.9881    	4.26E+06
225.9918    	4.24E+06
225.9954    	4.75E+06
225.999     	5.64E+06
226.0027    	5.49E+06
226.0063    	4.64E+06
226.0099    	3.23E+06
226.0135    	2.92E+06
226.0172    	3.16E+06
226.0208    	3.49E+06
226.0244    	3.55E+06
226.0281    	3.08E+06
226.0317    	2.50E+06
226.0353    	2.07E+06
226.039     	2.10E+06
226.0426    	2.11E+06
226.0462    	2.62E+06
226.0499    	3.44E+06
226.0535    	3.84E+06
226.0571    	4.56E+06
226.0608    	5.29E+06
226.0644    	5.37E+06
226.068     	4.73E+06
226.0717    	4.19E+06
226.0753    	5.26E+06
226.0789    	7.57E+06
226.0826    	1.22E+07
226.0862    	1.98E+07
226.0898    	2.39E+07
226.0935    	2.30E+07
226.0971    	1.78E+07
226.1007    	1.25E+07
226.1044    	1.08E+07
226.108     	1.00E+07
226.1116    	7.84E+06
226.1153    	5.96E+06
226.1189    	4.58E+06
226.1225    	4.46E+06
226.1262    	4.86E+06
226.1298    	5.10E+06
226.1334    	4.12E+06
226.137     	3.46E+06
226.1407    	2.93E+06
226.1443    	3.68E+06
226.1479    	5.29E+06
226.1516    	6.40E+06
226.1552    	6.45E+06
226.1588    	7.34E+06
226.1625    	9.49E+06
226.1661    	1.22E+07
226.1697    	1.20E+07
226.1734    	9.58E+06
226.177     	6.68E+06
226.1806    	6.56E+06
226.1843    	7.06E+06
226.1879    	6.95E+06
226.1915    	5.59E+06
226.1952    	4.80E+06
226.1988    	3.99E+06
226.2024    	3.35E+06
226.206     	3.72E+06
226.2097    	4.01E+06
226.2105    	4.07E+06
226.2142    	4.64E+06
226.2179    	4.24E+06
226.2216    	3.80E+06
226.2253    	3.29E+06
226.229     	2.79E+06
226.2326    	3.26E+06
226.2363    	3.45E+06
226.24      	3.46E+06
226.2437    	3.68E+06
226.2474    	3.73E+06
226.2511    	3.34E+06
226.2548    	4.18E+06
226.2585    	5.24E+06
226.2622    	4.30E+06
226.2658    	4.46E+06
226.2695    	4.27E+06
226.2732    	4.50E+06
226.2769    	5.57E+06
226.2806    	5.55E+06
226.2843    	4.34E+06
226.288     	4.16E+06
226.2917    	4.72E+06
226.2953    	5.25E+06
226.299     	5.02E+06
226.3027    	4.41E+06
226.3064    	4.40E+06
226.3101    	4.57E+06
226.3138    	5.05E+06
226.3175    	6.12E+06
226.3211    	6.84E+06
226.3248    	5.92E+06
226.3285    	4.79E+06
226.3322    	4.09E+06
226.3359    	3.82E+06
226.3396    	3.91E+06
226.3433    	5.00E+06
226.347     	8.72E+06
226.3506    	1.04E+07
226.3543    	9.92E+06
226.358     	8.06E+06
226.3617    	6.72E+06
226.3654    	5.69E+06
226.3691    	6.03E+06
226.3728    	5.09E+06
226.3765    	3.89E+06
226.3801    	3.74E+06
226.3838    	5.13E+06
226.3875    	5.59E+06
226.3912    	4.55E+06
226.3949    	5.37E+06
226.3986    	5.66E+06
226.4023    	5.60E+06
226.4059    	4.50E+06
226.4096    	4.08E+06
226.4133    	3.41E+06
226.417     	3.02E+06
226.4207    	2.46E+06
226.4244    	2.34E+06
226.4281    	1.97E+06
226.4318    	2.12E+06
226.4354    	2.75E+06
226.4391    	3.81E+06
226.4428    	4.31E+06
226.4465    	5.04E+06
226.4502    	4.41E+06
226.4539    	2.94E+06
226.4576    	2.63E+06
226.4612    	2.88E+06
226.4649    	3.52E+06
226.4686    	5.03E+06
226.4723    	5.68E+06
226.476     	6.13E+06
226.4797    	5.83E+06
226.4834    	4.80E+06
226.487     	5.05E+06
226.4907    	5.30E+06
226.4944    	5.51E+06
226.4981    	4.91E+06
226.5018    	4.09E+06
226.5055    	3.67E+06
226.5092    	4.03E+06
226.5128    	4.50E+06
226.5165    	4.15E+06
226.5202    	2.93E+06
226.5239    	2.63E+06
226.5276    	3.16E+06
226.5313    	3.60E+06
226.535     	4.26E+06
226.5386    	4.38E+06
226.5423    	4.23E+06
226.546     	3.34E+06
226.5497    	3.44E+06
226.5534    	3.12E+06
226.5571    	4.27E+06
226.5608    	4.59E+06
226.5644    	4.29E+06
226.5681    	3.56E+06
226.5718    	3.62E+06
226.5755    	3.74E+06
226.5792    	3.62E+06
226.5829    	3.95E+06
226.5866    	3.37E+06
226.5902    	3.16E+06
226.5939    	3.52E+06
226.5976    	3.88E+06
226.6013    	4.33E+06
226.605     	4.90E+06
226.6087    	4.50E+06
226.6124    	4.53E+06
226.616     	5.36E+06
226.6197    	6.36E+06
226.6234    	6.35E+06
226.6271    	5.51E+06
226.6308    	5.35E+06
226.6345    	4.19E+06
226.6382    	3.77E+06
226.6418    	2.83E+06
226.6455    	3.47E+06
226.6492    	4.60E+06
226.6529    	4.82E+06
226.6566    	5.00E+06
226.6603    	4.61E+06
226.6639    	4.39E+06
226.6676    	4.63E+06
226.6713    	4.91E+06
226.675     	6.84E+06
226.6787    	1.04E+07
226.6824    	1.29E+07
226.6861    	1.08E+07
226.6897    	7.94E+06
226.6934    	5.58E+06
226.6971    	4.56E+06
226.7008    	4.60E+06
226.7045    	5.10E+06
226.7082    	4.54E+06
226.7118    	4.79E+06
226.7155    	4.13E+06
226.7192    	3.31E+06
226.7229    	4.14E+06
226.7266    	5.07E+06
226.7303    	4.66E+06
226.734     	4.42E+06
226.7376    	5.15E+06
226.7413    	5.55E+06
226.745     	5.45E+06
226.7487    	5.08E+06
226.7524    	4.53E+06
226.7561    	5.37E+06
226.7597    	5.37E+06
226.7634    	5.01E+06
226.7671    	4.49E+06
226.7708    	3.57E+06
226.7745    	2.50E+06
226.7782    	2.56E+06
226.7818    	2.80E+06
226.7855    	2.46E+06
226.7892    	2.76E+06
226.7929    	2.08E+06
226.7966    	2.83E+06
226.8003    	3.42E+06
226.8039    	3.89E+06
226.8076    	4.49E+06
226.8113    	4.94E+06
226.815     	5.17E+06
226.8187    	5.21E+06
226.8224    	4.45E+06
226.8261    	3.62E+06
226.8297    	3.81E+06
226.8334    	6.19E+06
226.8371    	1.17E+07
226.8408    	1.66E+07
226.8445    	1.64E+07
226.8482    	1.30E+07
226.8518    	8.89E+06
226.8555    	6.15E+06
226.8592    	5.50E+06
226.8629    	5.21E+06
226.8666    	5.12E+06
226.8703    	4.66E+06
226.8739    	4.70E+06
226.8776    	3.91E+06
226.8813    	4.46E+06
226.885     	4.07E+06
226.8887    	4.37E+06
226.8924    	5.12E+06
226.896     	4.10E+06
226.8997    	4.28E+06
226.9034    	4.70E+06
226.9071    	4.98E+06
226.9108    	4.62E+06
226.9145    	4.58E+06
226.9181    	4.87E+06
226.9218    	5.18E+06
226.9255    	5.13E+06
226.9292    	4.67E+06
226.9329    	6.12E+06
226.9366    	8.02E+06
226.9402    	1.00E+07
226.9439    	8.82E+06
226.9476    	6.75E+06
226.9513    	5.10E+06
226.955     	4.85E+06
226.9586    	6.46E+06
226.9623    	1.01E+07
226.966     	1.27E+07
226.9697    	1.04E+07
226.9734    	6.69E+06
226.9771    	5.31E+06
226.9807    	4.30E+06
226.9844    	4.06E+06
226.9881    	3.18E+06
226.9918    	2.22E+06
226.9955    	2.04E+06
226.9992    	2.44E+06
227.0028    	2.32E+06
227.0065    	2.18E+06
227.0102    	3.11E+06
227.0139    	3.99E+06
227.0176    	4.39E+06
227.0213    	4.57E+06
227.0249    	4.38E+06
227.0286    	4.49E+06
227.0323    	4.18E+06
227.036     	4.15E+06
227.0397    	4.49E+06
227.0433    	5.15E+06
227.047     	4.56E+06
227.0507    	3.71E+06
227.0544    	4.10E+06
227.0581    	4.31E+06
227.0618    	3.81E+06
227.0654    	4.04E+06
227.0691    	3.92E+06
227.0728    	5.33E+06
227.0765    	5.38E+06
227.0802    	5.37E+06
227.0838    	5.07E+06
227.0875    	4.70E+06
227.0912    	4.46E+06
227.0949    	3.85E+06
227.0986    	4.55E+06
227.1023    	4.31E+06
227.1059    	3.46E+06
227.1096    	3.59E+06
227.1133    	4.31E+06
227.117     	3.94E+06
227.1207    	3.16E+06
227.1243    	3.02E+06
227.128     	3.55E+06
227.1317    	4.56E+06
227.1354    	5.07E+06
227.1391    	5.29E+06
227.1428    	5.30E+06
227.1464    	4.80E+06
227.1501    	3.72E+06
227.1538    	3.46E+06
227.1575    	3.85E+06
227.1612    	3.88E+06
227.1648    	3.48E+06
227.1685    	2.31E+06
227.1722    	2.89E+06
227.1759    	4.16E+06
227.1796    	4.60E+06
227.1833    	4.17E+06
227.1869    	5.05E+06
227.1906    	4.99E+06
227.1943    	4.95E+06
227.198     	5.03E+06
227.2017    	4.91E+06
227.2053    	4.60E+06
227.209     	3.47E+06
227.2127    	3.69E+06
227.2164    	4.11E+06
227.2201    	4.16E+06
227.2237    	3.51E+06
227.2274    	3.80E+06
227.2311    	4.39E+06
227.2348    	4.81E+06
227.2385    	4.91E+06
227.2421    	4.89E+06
227.2458    	5.32E+06
227.2495    	5.47E+06
227.2532    	4.39E+06
227.2569    	4.06E+06
227.2606    	3.10E+06
227.2642    	3.18E+06
227.2679    	4.12E+06
227.2716    	5.02E+06
227.2753    	4.37E+06
227.279     	3.24E+06
227.2826    	2.72E+06
227.2863    	2.96E+06
227.29      	2.24E+06
227.2937    	3.08E+06
227.2974    	3.97E+06
227.301     	3.80E+06
227.3047    	3.96E+06
227.3084    	3.87E+06
227.3121    	4.04E+06
227.3158    	4.90E+06
227.3194    	5.54E+06
227.3231    	6.25E+06
227.3268    	7.26E+06
227.3305    	6.69E+06
227.3342    	6.72E+06
227.3378    	6.58E+06
227.3415    	5.10E+06
227.3452    	3.62E+06
227.3489    	3.27E+06
227.3526    	3.91E+06
227.3562    	4.07E+06
227.3599    	3.58E+06
227.3636    	2.87E+06
227.3673    	2.72E+06
227.371     	3.47E+06
227.3746    	4.48E+06
227.3783    	4.90E+06
227.382     	5.67E+06
227.3857    	5.68E+06
227.3894    	5.17E+06
227.393     	5.17E+06
227.3967    	5.37E+06
227.4004    	5.26E+06
227.4041    	5.29E+06
227.4078    	4.00E+06
227.4114    	3.31E+06
227.4151    	3.68E+06
227.4188    	5.02E+06
227.4225    	5.45E+06
227.4262    	5.36E+06
227.4298    	5.14E+06
227.4335    	4.98E+06
227.4372    	5.00E+06
